case,name,condition_1,condition_2
SARSCoV2WT_vaccination,2nd-53,0.636034450636321,2.7068357101608695
SARSCoV2WT_vaccination,2nd-7,0.28708737496688547,6.068946379244115
SARSCoV2WT_vaccination,3rd-19,0.3833036989535691,10.807075329613715
SARSCoV2WT_vaccination,5th-4,0.4959419014843741,3.7588083594238544
SARSCoV2WT_vaccination,pre-48,0.8900145990536988,9.120011257101432
SARSCoV2WT_vaccination,4th-3,0.028988694409180425,3.982446845730427
SARSCoV2WT_vaccination,1st-13,1.2394279455659136,5.507091193484003
SARSCoV2WT_vaccination,1st-30,0.30175759290289517,4.635896096736564
SARSCoV2WT_vaccination,pre-25,0.027910916055513837,4.379607707262777
SARSCoV2WT_vaccination,1st-15,11.046366089059694,3.443732094679473
SARSCoV2WT_vaccination,3rd-27,0.04848226128584719,1.3105456541293736
SARSCoV2WT_vaccination,3rd-6,0.092122565059173,0.9105226139873883
SARSCoV2WT_vaccination,2nd-35,0.5806991906205194,6.835933281984638
SARSCoV2WT_vaccination,3rd-44,0.1715153435222913,2.1750767449228214
SARSCoV2WT_vaccination,pre-38,0.05787628093827674,2.147745013642173
SARSCoV2WT_vaccination,3rd-25,0.12361040619525436,4.905532179635132
SARSCoV2WT_vaccination,3rd-51,0.0474413990899877,1.3628620102214577
SARSCoV2WT_vaccination,4th-29,0.21847883516033598,24.750938887812506
SARSCoV2WT_vaccination,5th-36,0.10737281845017177,11.427437034988355
SARSCoV2WT_vaccination,pre-53,0.5059723653971647,1.9245864739874554
SARSCoV2WT_vaccination,3rd-40,0.13554613329449866,2.123929493606309
SARSCoV2WT_vaccination,1st-19,0.29895366218236175,4.428251121076235
SARSCoV2WT_vaccination,3rd-38,0.08388164570377162,2.357254634912124
SARSCoV2WT_vaccination,3rd-17,0.17682106477032514,2.4620411301171625
SARSCoV2WT_vaccination,1st-35,0.11879529604813312,2.720326815260674
SARSCoV2WT_vaccination,4th-7,0.45725646123260416,7.713717693836989
SARSCoV2WT_vaccination,1st-11,5.659825876773947,11.568586882625423
SARSCoV2WT_vaccination,1st-47,12.92233655351879,16.09759236880195
SARSCoV2WT_vaccination,3rd-14,0.05676821588141516,2.9367414537230703
SARSCoV2WT_vaccination,pre-1,0.2259287468656658,5.1963611779101155
SARSCoV2WT_vaccination,4th-19,0.1828512087977787,4.988718883543035
SARSCoV2WT_vaccination,1st-54,5.9830453754215975,3.7703570323088003
SARSCoV2WT_vaccination,3rd-54,0.018315310006529816,1.28286801828346
SARSCoV2WT_vaccination,1st-52,0.18268946644911926,2.633708904506012
SARSCoV2WT_vaccination,1st-10,1.2519509340096888,5.586377603279015
SARSCoV2WT_vaccination,4th-50,0.12280335818949696,9.76534390155017
SARSCoV2WT_vaccination,4th-39,0.14605857222850901,3.2164212125604896
SARSCoV2WT_vaccination,pre-52,0.14750119046236415,3.479634382875709
SARSCoV2WT_vaccination,2nd-55,0.5559288237716405,3.982169820180717
SARSCoV2WT_vaccination,1st-55,4.444769680116771,7.861547174374919
SARSCoV2WT_vaccination,4th-26,0.08026929052304498,1.90315898498193
SARSCoV2WT_vaccination,pre-6,0.011050193378384122,0.8525649198860762
SARSCoV2WT_vaccination,2nd-45,0.17322979017613074,2.208632076732962
SARSCoV2WT_vaccination,pre-5,0.18815828365041307,4.120378046757476
SARSCoV2WT_vaccination,pre-22,0.1932525384867343,4.61513265640357
SARSCoV2WT_vaccination,3rd-24,0.10516556657949011,4.643890018957555
SARSCoV2WT_vaccination,4th-38,0.14887743422086286,2.2005431407901943
SARSCoV2WT_vaccination,5th-6,0.1042475324387269,4.025729178218995
SARSCoV2WT_vaccination,4th-34,0.08546578854758423,15.636887704657216
SARSCoV2WT_vaccination,2nd-48,0.5803995114813311,2.563210611290924
SARSCoV2WT_vaccination,pre-41,0.23544345262468244,1.8917369584801056
SARSCoV2WT_vaccination,5th-34,0.276789244760775,7.829181494661925
SARSCoV2WT_vaccination,2nd-14,0.763285945997519,2.7137541401448524
SARSCoV2WT_vaccination,2nd-4,0.633573869583594,2.3166344334228417
SARSCoV2WT_vaccination,1st-31,0.03134575648825174,1.381132413431394
SARSCoV2WT_vaccination,pre-16,0.2250660049341391,2.9922236809832703
SARSCoV2WT_vaccination,5th-45,0.22586971285549756,9.423955924882012
SARSCoV2WT_vaccination,2nd-36,0.18161529013510716,2.477831700668025
SARSCoV2WT_vaccination,2nd-2,0.3625664705195924,1.3255207899225767
SARSCoV2WT_vaccination,3rd-42,0.3597272416181902,3.538013404221663
SARSCoV2WT_vaccination,pre-8,0.024828558801475793,2.0126029764474715
SARSCoV2WT_vaccination,3rd-52,0.05510298300743148,1.6352182524908454
SARSCoV2WT_vaccination,4th-23,0.14220490301567523,6.411434553754291
SARSCoV2WT_vaccination,5th-40,0.18629421856416636,4.141625706496758
SARSCoV2WT_vaccination,pre-4,0.26280414034144284,2.986288479634447
SARSCoV2WT_vaccination,4th-48,1.9389163373343172,6.336716407370929
SARSCoV2WT_vaccination,3rd-39,0.1448534423994545,2.2614178595773655
SARSCoV2WT_vaccination,2nd-54,0.24522770259152432,2.0883279752432036
SARSCoV2WT_vaccination,pre-42,0.2220992436819781,43.73584209556788
SARSCoV2WT_vaccination,5th-51,0.049408335186145895,27.273401022753337
SARSCoV2WT_vaccination,3rd-13,0.25603337916647,2.4887392726756192
SARSCoV2WT_vaccination,5th-48,0.6608270997248146,4.344792837486912
SARSCoV2WT_vaccination,1st-12,1.7017202171760213,8.04617711381976
SARSCoV2WT_vaccination,4th-16,0.13790096346806432,3.647677485106402
SARSCoV2WT_vaccination,5th-43,0.18421585451262323,16.890436375828305
SARSCoV2WT_vaccination,1st-27,1.2746552760338192,3.4996995018860213
SARSCoV2WT_vaccination,pre-18,0.03622380740080253,1.8160666518056527
SARSCoV2WT_vaccination,2nd-6,0.12110665198707288,0.8555598962957739
SARSCoV2WT_vaccination,2nd-32,0.33029608261743054,1.530727006538864
SARSCoV2WT_vaccination,2nd-43,1.5432457793391041,4.2497421461196785
SARSCoV2WT_vaccination,pre-34,0.11100567561276936,4.312212414731519
SARSCoV2WT_vaccination,4th-24,0.02727245923872986,4.2633487631572065
SARSCoV2WT_vaccination,1st-29,0.1831035745541891,13.054353830589251
SARSCoV2WT_vaccination,5th-41,0.4247371750459352,2.134228996596142
SARSCoV2WT_vaccination,4th-14,0.8238428782403434,11.328281077881336
SARSCoV2WT_vaccination,1st-6,0.03478865889719952,2.226145974525526
SARSCoV2WT_vaccination,2nd-51,0.0935202822112049,1.071701175192315
SARSCoV2WT_vaccination,2nd-8,2.956774946084039,5.8573262732129665
SARSCoV2WT_vaccination,3rd-33,0.06974743283627675,1.0472297032425135
SARSCoV2WT_vaccination,3rd-16,0.2055351082644238,1.6649937064831322
SARSCoV2WT_vaccination,3rd-31,0.07288178384120336,2.031639268514619
SARSCoV2WT_vaccination,3rd-34,0.1538516951986948,5.499040356483376
SARSCoV2WT_vaccination,5th-9,0.2318573148885938,3.7786152067244188
SARSCoV2WT_vaccination,4th-1,1.0721313430462247,9.833634791590539
SARSCoV2WT_vaccination,2nd-21,3.0251667195936283,4.075103207367746
SARSCoV2WT_vaccination,3rd-1,0.14966277284300938,3.9790212961710787
SARSCoV2WT_vaccination,1st-20,0.6270779739025456,6.190576662743407
SARSCoV2WT_vaccination,2nd-20,0.41575038130507447,17.6717978646857
SARSCoV2WT_vaccination,3rd-37,0.1753238123472942,5.764473159613083
SARSCoV2WT_vaccination,3rd-28,0.3644765530931693,3.515897035373751
SARSCoV2WT_vaccination,2nd-47,7.382885919523253,20.51734221463228
SARSCoV2WT_vaccination,1st-3,2.122691027195579,2.3172210486623412
SARSCoV2WT_vaccination,3rd-20,0.43370966649712067,14.15997492861539
SARSCoV2WT_vaccination,2nd-5,2.939154970337178,7.279699030531215
SARSCoV2WT_vaccination,pre-23,0.13772025808399047,3.521299475531002
SARSCoV2WT_vaccination,pre-28,0.17154280465731978,2.456979225761117
SARSCoV2WT_vaccination,3rd-3,0.08955310113722789,0.7159433408121593
SARSCoV2WT_vaccination,2nd-52,0.9135296183431152,2.877663611749258
SARSCoV2WT_vaccination,1st-42,0.38259487617169347,4.134231940786026
SARSCoV2WT_vaccination,1st-22,11.235056637791933,9.487712146747459
SARSCoV2WT_vaccination,pre-32,0.07576121756352708,2.532809029813609
SARSCoV2WT_vaccination,1st-34,2.610230826686221,7.012274275947609
SARSCoV2WT_vaccination,4th-28,0.13586865583733354,4.486677509386774
SARSCoV2WT_vaccination,5th-14,0.11143851053897116,3.2613333467191463
SARSCoV2WT_vaccination,5th-5,0.09041040846022214,5.375614151510425
SARSCoV2WT_vaccination,pre-10,0.3377519520610129,4.980025422190095
SARSCoV2WT_vaccination,pre-47,0.17424362426738485,6.7292599686075985
SARSCoV2WT_vaccination,2nd-3,0.15846344742012214,1.3098438630957796
SARSCoV2WT_vaccination,3rd-49,0.05745514736561303,2.2222830213200897
SARSCoV2WT_vaccination,5th-52,0.04625547476908399,1.8896084184963806
SARSCoV2WT_vaccination,4th-18,0.12594196261293106,4.056163870269451
SARSCoV2WT_vaccination,3rd-8,0.06302655093183543,1.3985511871329233
SARSCoV2WT_vaccination,3rd-53,0.4091271039841814,2.26713162543358
SARSCoV2WT_vaccination,5th-17,0.10444381936983353,2.635073756242383
SARSCoV2WT_vaccination,3rd-30,0.20696644796500724,2.2787646023363406
SARSCoV2WT_vaccination,pre-24,0.015082956259426851,2.994546931198456
SARSCoV2WT_vaccination,2nd-49,0.47796748798690725,4.679033329925018
SARSCoV2WT_vaccination,3rd-7,0.10211507312378207,1.9383084109955582
SARSCoV2WT_vaccination,1st-18,0.3408202033746792,3.954631802436066
SARSCoV2WT_vaccination,5th-29,0.6654957064793132,6.6666666666665195
SARSCoV2WT_vaccination,4th-21,0.551169121003598,4.9926454427111455
SARSCoV2WT_vaccination,5th-55,0.218093204183763,4.933758855037998
SARSCoV2WT_vaccination,2nd-19,0.7083529010930406,4.716750923138032
SARSCoV2WT_vaccination,4th-6,0.05806107397294665,1.8061701660232514
SARSCoV2WT_vaccination,2nd-16,0.2088946746995244,1.2442856710363082
SARSCoV2WT_vaccination,5th-11,0.08508760872305558,11.03617799067194
SARSCoV2WT_vaccination,pre-19,0.07120236349337912,3.485196284724121
SARSCoV2WT_vaccination,pre-37,0.21021347540864807,5.706570983291487
SARSCoV2WT_vaccination,4th-33,0.2562288001171344,4.7945289050500035
SARSCoV2WT_vaccination,1st-48,0.755294699482163,5.637618548901757
SARSCoV2WT_vaccination,2nd-50,4.911830742291932,6.744660636761707
SARSCoV2WT_vaccination,5th-1,0.5479534996367237,17.802296395789472
SARSCoV2WT_vaccination,1st-14,0.037103211769282815,1.9545827869918175
SARSCoV2WT_vaccination,4th-25,0.24654270471849676,9.648832029839056
SARSCoV2WT_vaccination,pre-36,0.07401992986611639,16.385236724989145
SARSCoV2WT_vaccination,1st-16,0.11777984983069108,5.397865617721002
SARSCoV2WT_vaccination,4th-27,0.07358367378188146,2.228777171196684
SARSCoV2WT_vaccination,1st-37,7.710348231111945,4.524362202283184
SARSCoV2WT_vaccination,2nd-24,0.8183906119466665,7.303710648506793
SARSCoV2WT_vaccination,4th-31,0.05239115049128197,2.644833956818913
SARSCoV2WT_vaccination,2nd-41,1.3200363298628808,5.106449576921569
SARSCoV2WT_vaccination,4th-37,0.13180568912407783,3.414987771361412
SARSCoV2WT_vaccination,3rd-48,0.3885585880810879,3.5071103700843365
SARSCoV2WT_vaccination,1st-21,0.934600537282434,8.169853488949672
SARSCoV2WT_vaccination,pre-21,0.415135168317744,4.851172891136734
SARSCoV2WT_vaccination,4th-40,0.2713662173841676,8.56290522937658
SARSCoV2WT_vaccination,pre-31,0.07930897743142365,2.41892381165845
SARSCoV2WT_vaccination,4th-49,0.35105344574654185,3.8142099585012033
SARSCoV2WT_vaccination,3rd-21,0.3337704136369012,2.3119408505031815
SARSCoV2WT_vaccination,3rd-23,0.09852623325440893,4.217025952118886
SARSCoV2WT_vaccination,2nd-31,0.7302302407668373,3.8752868360653756
SARSCoV2WT_vaccination,3rd-5,0.14837759019750665,4.652355408773829
SARSCoV2WT_vaccination,1st-26,8.70902741957701,5.745902278099152
SARSCoV2WT_vaccination,5th-30,0.2666991343873753,6.347439398419915
SARSCoV2WT_vaccination,pre-26,0.039098573088265955,0.9752301230301553
SARSCoV2WT_vaccination,2nd-15,0.45396067941081847,2.5900128650525627
SARSCoV2WT_vaccination,2nd-23,0.4497835386611352,8.101884562519862
SARSCoV2WT_vaccination,2nd-1,2.0184881816054308,8.28457758015414
SARSCoV2WT_vaccination,1st-53,0.32675860671750884,2.562262130442799
SARSCoV2WT_vaccination,4th-8,0.036611410556290046,2.0319332858741475
SARSCoV2WT_vaccination,1st-32,14.431716263607836,5.41135654480936
SARSCoV2WT_vaccination,5th-47,0.03982477100756671,6.517987521571635
SARSCoV2WT_vaccination,2nd-11,3.883295312258669,5.004202329292015
SARSCoV2WT_vaccination,4th-5,0.471857765743526,8.655703107889847
SARSCoV2WT_vaccination,2nd-25,1.0081463419385908,4.849492355295652
SARSCoV2WT_vaccination,3rd-29,0.5055891497046925,3.3212931008462543
SARSCoV2WT_vaccination,5th-32,0.043608422129526196,1.9454508319638442
SARSCoV2WT_vaccination,5th-13,0.21856104731791193,4.731791202085691
SARSCoV2WT_vaccination,4th-4,0.35156163411876423,4.9923525369634705
SARSCoV2WT_vaccination,pre-55,0.13567784652122006,4.868121133181387
SARSCoV2WT_vaccination,pre-9,0.0365286539191031,4.372198884471137
SARSCoV2WT_vaccination,4th-22,0.34093983945160955,6.907188599260637
SARSCoV2WT_vaccination,4th-10,0.13176585528895196,7.037582192970089
SARSCoV2WT_vaccination,4th-11,0.09505511174031743,4.351299423601353
SARSCoV2WT_vaccination,3rd-35,0.15236318407960198,3.6878109452736676
SARSCoV2WT_vaccination,3rd-22,0.1794937739771529,3.0240682397824066
SARSCoV2WT_vaccination,1st-25,7.750096402798662,11.126604418004192
SARSCoV2WT_vaccination,pre-35,0.05605617672764535,3.9884271119012373
SARSCoV2WT_vaccination,pre-51,0.2460781298062135,2.9529375576745864
SARSCoV2WT_vaccination,1st-23,9.3867749296818,5.690442073979845
SARSCoV2WT_vaccination,3rd-11,0.2158587900978194,2.7050658505931593
SARSCoV2WT_vaccination,4th-9,0.14704473878431693,21.37500915508958
SARSCoV2WT_vaccination,pre-11,0.08207697956715201,3.6027474188947846
SARSCoV2WT_vaccination,3rd-10,0.15660908066476875,5.144586117247309
SARSCoV2WT_vaccination,3rd-12,0.13965288661059896,20.071096014995376
SARSCoV2WT_vaccination,1st-46,0.07862208982159082,1.9380179271634725
SARSCoV2WT_vaccination,3rd-32,0.05180953433590551,1.2306491389254766
SARSCoV2WT_vaccination,pre-17,0.1521464476761382,4.170318002204496
SARSCoV2WT_vaccination,4th-15,1.1051647166436538,4.128838041148537
SARSCoV2WT_vaccination,1st-8,2.2373608768661617,12.840665659873542
SARSCoV2WT_vaccination,1st-24,14.517470229222278,10.900262014213004
SARSCoV2WT_vaccination,5th-24,0.027145329306776152,4.964202096976711
SARSCoV2WT_vaccination,2nd-34,0.8891685974763124,5.44752006694211
SARSCoV2WT_vaccination,1st-17,0.20904420127858092,4.742910930698148
SARSCoV2WT_vaccination,1st-41,2.337915177147832,8.593055066042204
SARSCoV2WT_vaccination,5th-10,0.26697919718722707,5.982771755055315
SARSCoV2WT_vaccination,3rd-2,0.21234019596772707,2.2218876635682188
SARSCoV2WT_vaccination,4th-44,0.13859710109880238,4.29409186403261
SARSCoV2WT_vaccination,pre-20,0.31109705975339796,7.476446411634164
SARSCoV2WT_vaccination,5th-53,1.1085711639170233,5.700656012119519
SARSCoV2WT_vaccination,1st-2,0.8250008490158872,4.308634248814369
SARSCoV2WT_vaccination,3rd-45,0.3066353357709618,3.9788832572892887
SARSCoV2WT_vaccination,pre-50,0.1804234219318462,2.7280021396093086
SARSCoV2WT_vaccination,3rd-26,0.07747283241811814,1.7074330352489473
SARSCoV2WT_vaccination,1st-7,0.26103708603943215,2.5442176262607585
SARSCoV2WT_vaccination,4th-53,0.3385138547783328,2.2894023572594318
SARSCoV2WT_vaccination,1st-43,1.1502984264785512,9.395634208441061
SARSCoV2WT_vaccination,1st-1,0.5963624588482906,4.853203087052464
SARSCoV2WT_vaccination,5th-50,0.22076170365393344,3.651661269707935
SARSCoV2WT_vaccination,pre-27,0.10123506782749574,4.9048390362415475
SARSCoV2WT_vaccination,pre-40,0.42641389871679564,3.293816338385368
SARSCoV2WT_vaccination,pre-12,0.05483697919771117,2.3031531263039007
